k,sgc_mlp,restr_std,restr_rn,part_a,part_b,rem_gap,n_runs,fisher_score,fisher_score_X_diffused,log_magnitude,dual_stream,spec_alpha-1.0,spec_alpha-0.5,spec_alpha0.0,spec_alpha0.5,spec_alpha1.0,best_spectral_alpha,part_b6,part_b5_logmag,part_b5_dual,best_nested_spheres_key,part_b6_nested
1,93.1647,81.2312,80.8611,11.9335,-0.37,12.3035,75,0.25549279950626624,0.8860308023160454,,,,,,,,,,,,,
2,92.6401,77.3671,78.5064,15.273,1.1392,14.1338,75,0.2368823708452787,0.5986899840222393,,,,,,,,,,,,,
4,91.631,77.4649,74.1487,14.1661,-3.3162,17.4824,75,0.2056253900383528,0.4720839483430769,,,,,,,,,,,,,
6,91.1734,77.3897,72.9567,13.7837,-4.4329,18.2166,75,0.20225497060812017,0.3956697865604181,,,,,,,,,,,,,
8,90.7732,77.4162,72.4217,13.357,-4.9945,18.3515,75,0.20255135034157035,0.3421451657454663,,,,,,,,,,,,,
10,90.5049,77.4776,71.96,13.0273,-5.5176,18.5449,75,0.20329004270501655,0.3006236223964836,70.6529,70.1516,87.0363,82.9636,70.7859,57.8266,61.8132,-1.0,15.07633519172667,-1.3071609338124688,-1.8084333737691338,nested_spheres_a-1.0_b-1.0,15.228280067443833
12,90.2912,77.8135,71.4547,12.4776,-6.3588,18.8364,75,0.2039880996187775,0.2670853560575679,,,,,,,,,,,,,
20,89.6961,77.7921,72.5911,11.904,-5.201,17.1051,75,0.21227074086546724,0.18209514152148018,,,,,,,,,,,,,
30,88.5176,82.5427,80.3086,5.9749,-2.2341,8.209,75,0.22765767875588389,0.13487177042619627,,,,,,,,,,,,,
