k,sgc_mlp,restr_std,restr_rn,part_a,part_b,rem_gap,n_runs,fisher_score,fisher_score_X_diffused,log_magnitude,dual_stream,spec_alpha-1.0,spec_alpha-0.5,spec_alpha0.0,spec_alpha0.5,spec_alpha1.0,best_spectral_alpha,part_b6,part_b5_logmag,part_b5_dual,best_nested_spheres_key,part_b6_nested
1,83.4909,77.622,79.6147,5.8689,1.9926,3.8763,75,0.11085528527834147,0.010185981764102231,,,,,,,,,,,,,
2,84.228,80.0135,80.9745,4.2145,0.961,3.2535,75,0.1115006159700973,0.02177286849684968,,,,,,,,,,,,,
4,83.1922,79.8168,79.8415,3.3755,0.0247,3.3507,75,0.09738394878577403,0.04027798226187525,,,,,,,,,,,,,
6,82.276,80.0695,79.9452,2.2065,-0.1243,2.3308,75,0.09167584485300487,0.05831080648810744,,,,,,,,,,,,,
8,81.295,80.3123,79.9358,0.9828,-0.3765,1.3593,75,0.08976022176504836,0.07461044743415449,,,,,,,,,,,,,
10,80.7441,80.4142,80.0135,0.3299,-0.4006,0.7306,75,0.08898416137164414,0.08872826505713566,81.3333,81.0747,80.6528,80.7895,80.902,80.8962,80.6675,0.0,0.888495922088623,1.319782098134354,1.0611283779144287,nested_spheres_a0.5_b1.0,1.3345118363698276
12,80.3441,80.6251,80.2445,-0.281,-0.3806,0.0996,75,0.08845270269036137,0.10059448305903228,,,,,,,,,,,,,
20,78.527,81.1183,80.8437,-2.5913,-0.2746,-2.3167,75,0.08714703584644343,0.12957611830669463,,,,,,,,,,,,,
30,74.2648,81.4918,81.0682,-7.227,-0.4236,-6.8034,75,0.0871083217273673,0.14253025866899516,,,,,,,,,,,,,
