k,sgc_mlp,restr_std,restr_rn,part_a,part_b,rem_gap,n_runs,fisher_score,fisher_score_X_diffused,log_magnitude,dual_stream,spec_alpha-1.0,spec_alpha-0.5,spec_alpha0.0,spec_alpha0.5,spec_alpha1.0,best_spectral_alpha,part_b6,part_b5_logmag,part_b5_dual,best_nested_spheres_key,part_b6_nested
1,69.3849,68.5956,67.2615,0.7893,-1.3341,2.1233,75,0.20301512421553167,0.03775513005744908,,,,,,,,,,,,,
2,72.9381,72.4671,71.4242,0.471,-1.0429,1.5139,75,0.23814599184408639,0.034836210723188786,,,,,,,,,,,,,
4,73.318,73.269,72.4834,0.0489,-0.7857,0.8346,75,0.23714066027671662,0.044250081899446486,,,,,,,,,,,,,
6,72.8681,73.2048,72.626,-0.3367,-0.5788,0.2421,75,0.22888063318429644,0.049670011407878675,,,,,,,,,,,,,
8,72.3642,72.9756,72.5651,-0.6114,-0.4104,-0.201,75,0.22083371618179531,0.05297961413561485,,,,,,,,,,,,,
10,71.8957,72.8112,72.4638,-0.9155,-0.3474,-0.5681,75,0.21302795415984002,0.055134036128060865,71.2614,71.1891,70.8544,71.2206,71.4432,71.5408,71.5034,0.5,-0.9229406515757148,-1.20236214001973,-1.2746387322743686,nested_spheres_a0.5_b-0.5,-0.945458412170396
12,71.4275,72.6569,72.3783,-1.2294,-0.2786,-0.9508,75,0.205612991207075,0.05660849435159409,,,,,,,,,,,,,
20,69.6929,71.8972,72.0166,-2.2043,0.1194,-2.3237,75,0.18096008522713103,0.05955220175200176,,,,,,,,,,,,,
30,67.8477,70.9365,71.6433,-3.0889,0.7067,-3.7956,75,0.1593993972816347,0.06132272030929753,,,,,,,,,,,,,
